lsoa_code,Index of Multiple Deprivation (IMD) Score,Income Score (rate),Employment Score (rate),"Education, Skills and Training Score",Health Deprivation and Disability Score,Barriers to Housing and Services Score,Living Environment Score,crime_count,population,crime_rate,log_crime_rate,latitude,longitude
E01004153,13.116,0.085,0.052,5.885,-0.528,32.857,24.528,336,1977.0,169.95,5.141371116085311,51.35364324999999,-0.19049011904761906
E01004154,4.873,0.037,0.047,0.922,-1.288,19.982,13.544,62,1465.0,42.32,3.76861442213279,51.355946161290326,-0.1777315483870968
E01004155,8.123,0.051,0.035,3.279,-0.586,30.059,16.773,232,1958.0,118.49,4.7832326858616625,51.354121370689654,-0.19667784913793104
E01004156,9.004,0.057,0.03,1.98,-0.627,25.482,21.19,771,1990.0,387.44,5.962138717726154,51.359554396887155,-0.1938713981841764
E01004157,3.327,0.026,0.021,2.666,-1.141,13.855,17.676,107,1272.0,84.12,4.444062025593334,51.35916341121495,-0.2096186168224299
E01004158,7.905,0.061,0.047,2.572,-0.767,22.963,21.106,160,1685.0,94.96,4.563931437971494,51.357423912499996,-0.20372315625
E01004159,14.179,0.091,0.065,17.588,-0.593,24.006,25.291,283,1642.0,172.35,5.155312672131032,51.36893050883392,-0.2080225265017668
E01004160,9.329,0.069,0.05,5.653,-0.761,20.647,27.051,263,1613.0,163.05,5.1001712594071105,51.36280831178707,-0.20376176425855513
E01004161,8.007,0.041,0.043,10.398,-0.846,27.773,13.252,195,1499.0,130.09,4.875884110209718,51.36476763589743,-0.21006868717948718
E01004162,11.476,0.086,0.059,1.85,-0.096,20.907,18.397,437,1658.0,263.57,5.578105866568199,51.36258817620138,-0.19710927459954233
E01004163,14.594,0.085,0.062,16.9,-0.7,19.013,33.014,141,1745.0,80.8,4.404277243608702,51.37725512765957,-0.16744970921985816
E01004164,12.098,0.041,0.044,13.657,-0.445,20.047,39.602,493,1476.0,334.01,5.81416038212581,51.37346306693712,-0.16495749087221095
E01004165,16.373,0.101,0.081,11.946,0.065,18.04,23.038,571,1783.0,320.25,5.77221963620943,51.37271161471103,-0.16992933800350263
E01004166,11.417,0.08,0.069,6.007,-0.478,19.728,18.76,357,1494.0,238.96,5.480472242784892,51.37152810084034,-0.1632212324929972
E01004167,31.388,0.251,0.141,29.661,0.55,22.615,17.496,741,1641.0,451.55,6.11489825427318,51.375352402159244,-0.1763034035087719
E01004168,8.689,0.042,0.044,15.858,-0.599,13.811,19.172,281,1623.0,173.14,5.159859573400469,51.37226371886121,-0.17896811743772242
E01004169,27.196,0.195,0.113,21.871,0.022,35.549,27.223,260,1809.0,143.73,4.974869937649514,51.37955740384615,-0.16428278076923078
E01004170,10.215,0.067,0.044,5.047,-0.913,18.085,37.92,874,2163.0,404.07,6.004059891677685,51.362060788329515,-0.1513950652173913
E01004171,6.369,0.044,0.038,6.489,-0.839,15.333,18.196,239,1566.0,152.62,5.034482020570536,51.36930938075314,-0.15317954393305439
E01004172,20.888,0.178,0.119,9.781,-0.252,23.002,22.363,428,1983.0,215.83,5.379113636376126,51.36581895560747,-0.15110791588785047
E01004173,13.552,0.087,0.083,10.747,-0.424,17.073,22.336,245,1359.0,180.28,5.200042797279696,51.36628871836734,-0.14528283265306122
E01004174,17.325,0.101,0.105,8.874,-0.337,21.386,29.047,311,1569.0,198.22,5.294409741717019,51.362375556270095,-0.14711794855305466
E01004175,10.891,0.071,0.068,11.344,-0.672,26.271,14.46,260,1777.0,146.31,4.992539209826847,51.37398958846154,-0.15345441923076925
E01004176,11.911,0.074,0.063,6.569,-0.563,20.633,26.353,321,1450.0,221.38,5.404387630275103,51.368028728971964,-0.15728816822429906
E01004177,18.938,0.14,0.093,8.612,0.153,21.271,28.262,549,1830.0,300.0,5.707110264748875,51.35739012932604,-0.15125061020036432
E01004178,17.18,0.119,0.074,7.171,-0.23,22.079,37.094,1517,2385.0,636.06,6.456863842659184,51.35882337310481,-0.14783879103493738
E01004179,7.235,0.046,0.036,4.483,-1.192,21.07,25.933,236,1589.0,148.52,5.0074301631473075,51.354000707627115,-0.14550166101694914
E01004180,5.028,0.044,0.045,2.786,-1.385,18.29,10.746,205,1865.0,109.92,4.708809220747577,51.35293194146342,-0.15487870731707318
E01004181,16.45,0.108,0.095,6.415,-0.247,27.317,29.413,174,1779.0,97.81,4.593198814206872,51.35107948275862,-0.14879305172413793
E01004182,25.061,0.199,0.14,15.833,-0.22,25.416,28.376,341,1741.0,195.86,5.282492816201065,51.360683686217016,-0.141444357771261
E01004183,28.494,0.201,0.12,33.828,0.207,24.926,27.714,319,1734.0,183.97,5.220193649766458,51.38595405642633,-0.1738617147335423
E01004184,29.765,0.201,0.137,29.214,-0.196,30.752,26.674,365,1647.0,221.62,5.405466282065079,51.38520209863013,-0.16876146301369863
E01004185,43.208,0.278,0.211,35.859,0.446,38.655,20.815,648,2210.0,293.21,5.684293798072338,51.38526316358025,-0.16307892592592593
E01004186,13.757,0.09,0.063,9.749,-0.555,21.464,29.398,307,1733.0,177.15,5.182625892051845,51.382697944625406,-0.15943751791530947
E01004187,22.532,0.127,0.09,23.111,0.284,30.63,27.184,386,1656.0,233.09,5.45570565679678,51.38283308549223,-0.1697100233160622
E01004189,28.594,0.176,0.147,29.555,-0.095,26.854,29.638,502,2083.0,241.0,5.488937726156687,51.389377131474106,-0.1769640796812749
E01004190,4.657,0.04,0.027,6.749,-1.315,15.292,15.837,124,1328.0,93.37,4.547223226033242,51.37755961290323,-0.2330543064516129
E01004191,7.762,0.056,0.043,11.734,-1.392,17.39,19.858,216,1958.0,110.32,4.71240893665769,51.37339231018518,-0.2295709027777778
E01004192,11.343,0.081,0.065,14.15,-0.668,21.658,17.393,225,1859.0,121.03,4.804266916143749,51.38370481333333,-0.2377653911111111
E01004193,12.377,0.096,0.051,16.219,-1.041,30.77,12.171,387,2851.0,135.74,4.918081312485648,51.382781679586564,-0.2316063927648579
E01004194,11.041,0.073,0.066,7.416,-0.573,22.046,17.118,262,1598.0,163.95,5.105642397674591,51.381001290076334,-0.22377389694656488
E01004195,9.504,0.069,0.039,9.854,-0.862,19.392,23.907,416,1681.0,247.47,5.515322113902837,51.37968695913462,-0.24187829326923077
E01004196,5.776,0.049,0.036,6.176,-0.906,18.678,14.408,175,1598.0,109.51,4.705106014600691,51.377422679999995,-0.22412941142857143
E01004198,42.068,0.273,0.167,25.548,1.146,28.331,31.078,567,1499.0,378.25,5.938195618228642,51.53085448500882,-0.054830844797178126
E01004199,43.877,0.296,0.176,33.984,0.416,29.918,33.528,615,1774.0,346.67,5.851253754014409,51.52967255772358,-0.0583060569105691
E01004200,27.239,0.14,0.062,3.34,0.369,32.914,75.606,532,1546.0,344.11,5.843863206792214,51.53081193796993,-0.060814240601503755
E01004201,25.908,0.201,0.109,13.348,0.183,28.164,31.073,530,1687.0,314.17,5.753112175789068,51.53202817169811,-0.049099179245283016
E01004202,25.423,0.152,0.076,6.408,0.402,29.048,37.885,984,2115.0,465.25,6.144721970958026,51.53289531097561,-0.06203864430894309
E01004203,28.299,0.166,0.086,11.473,0.465,29.303,37.905,1246,1802.0,691.45,6.540236033288727,51.527930695024075,-0.0592530569823435
E01004204,33.995,0.238,0.139,20.48,0.763,26.734,34.145,511,1881.0,271.66,5.608225597757984,51.52886739138943,-0.06388474755381604
E01004205,37.904,0.259,0.165,25.504,0.796,30.1,29.438,1623,2309.0,702.9,6.556636300614086,51.52144749537892,-0.060997208256315466
E01004206,43.126,0.315,0.181,27.334,0.759,30.109,26.973,915,1450.0,631.03,6.448936861374701,51.5224716284153,-0.05659577267759563
E01004207,34.765,0.21,0.146,20.429,0.438,29.569,41.959,1058,1482.0,713.9,6.572142672772806,51.52245403969754,-0.04765324007561437
E01004208,25.084,0.119,0.058,7.214,-0.292,32.895,56.306,3207,2115.0,1316.1433999999997,7.183220579642747,51.51998050109136,-0.05791057405675086
E01004209,42.475,0.3,0.164,25.325,0.538,30.317,31.452,548,1388.0,394.81,5.980934298134801,51.52538757481752,-0.05376845620437956
E01004211,31.539,0.164,0.092,4.09,0.727,33.31,44.607,1650,1608.0,1026.12,6.9345140482828285,51.525943202424244,-0.0604185593939394
E01004212,24.876,0.144,0.073,13.354,0.349,32.781,37.255,1286,2379.0,540.56,6.29445386362691,51.525652868584764,-0.05618003810264386
E01004214,35.567,0.265,0.182,39.023,0.484,26.804,16.354,552,1685.0,327.6,5.794841205603168,51.49715242210145,-0.007833485507246376
E01004216,14.112,0.107,0.056,8.338,0.293,27.087,15.376,190,1874.0,101.39,4.628789051586725,51.49314422105263,-0.006139984210526316
E01004217,22.505,0.164,0.102,9.965,0.278,26.685,18.466,870,2219.0,392.07,5.973987713056649,51.489086854022986,-0.009696904597701148
E01004218,12.658,0.098,0.062,5.419,-0.417,23.676,14.313,720,1951.0,369.04,5.913611107903118,51.49087141527778,-0.0051465347222222225
E01004219,33.685,0.22,0.101,15.61,0.342,36.005,40.311,1376,2842.0,484.17,6.184499344985206,51.50942081322674,-0.008935475290697674
E01004221,18.973,0.145,0.077,8.194,0.593,25.438,19.651,853,1945.0,438.56,6.085774226578724,51.49965089097304,-0.010409657678780774
E01004222,37.724,0.273,0.166,28.09,0.675,28.088,23.771,1096,2818.0,388.93,5.965967235834453,51.534059337591245,-0.030402843065693432
E01004223,35.516,0.241,0.144,22.192,0.524,26.053,32.212,770,2130.0,361.5,5.893024474294729,51.53745992727273,-0.029620057142857144
E01004226,28.641,0.224,0.115,20.466,0.049,28.751,19.208,841,2456.0,342.43,5.83898330632491,51.53211989536266,-0.029020307966706304
E01004228,21.888,0.128,0.085,12.526,0.238,23.542,27.091,744,2078.0,358.04,5.8834338028942765,51.53077905510753,-0.033189250000000003
E01004229,25.746,0.183,0.104,12.646,0.25,28.64,31.979,712,1458.0,488.34,6.193057544391747,51.52794039466292,-0.028604977528089888
E01004230,27.77,0.184,0.104,17.016,0.302,27.135,32.763,613,2290.0,267.69,5.5935582987026295,51.529831942903755,-0.03807533115823817
E01004231,32.526,0.226,0.131,22.942,0.333,30.216,29.804,814,1621.0,502.16,6.220908210970672,51.52782247420147,-0.02379967936117936
E01004232,20.727,0.097,0.056,5.217,-0.46,24.139,44.937,1296,1866.0,694.53,6.5446741448688925,51.52603617052469,-0.035061971450617284
E01004233,31.122,0.261,0.135,25.405,0.062,27.262,25.069,427,2276.0,187.61,5.23968139106308,51.534339060889934,-0.035056077283372365
E01004234,24.249,0.112,0.064,2.713,-0.349,23.131,52.187,1187,2613.0,454.27,6.1208906495482855,51.53297561415333,-0.040096391743892165
E01004235,32.56,0.262,0.149,29.427,0.143,29.472,24.476,539,1368.0,394.01,5.978911081036362,51.52821291465678,-0.015704194805194804
E01004236,38.698,0.277,0.152,28.717,0.511,29.123,20.11,652,1577.0,413.44,6.026928211383551,51.527037888036816,-0.012945921779141105
E01004237,29.74,0.228,0.118,13.649,-0.017,26.729,34.722,716,1599.0,447.78,6.106532789935657,51.527134587988826,-0.01947902932960894
E01004239,41.301,0.272,0.177,29.317,0.487,32.665,23.548,621,1782.0,348.48,5.856446335429894,51.52286195974235,-0.017324167471819644
E01004240,31.696,0.239,0.131,29.774,0.114,30.289,21.887,428,1745.0,245.27,5.506428495028285,51.522710242990655,-0.020699453271028036
E01004241,36.941,0.252,0.165,29.383,0.608,29.158,26.551,383,1773.0,216.02,5.379989515192062,51.52066634203655,-0.022007271540469973
E01004243,36.13,0.254,0.143,39.595,-0.011,27.667,41.013,413,1676.0,246.42,5.511087297434686,51.513115498789354,-0.004933777239709444
E01004244,43.233,0.286,0.214,34.048,0.6,26.068,29.933,1218,2064.0,590.12,6.382019042480392,51.51257296059113,-0.01726570279146141
E01004245,46.457,0.318,0.175,37.599,0.605,42.072,30.679,708,3025.0,234.05,5.45979825747014,51.51437181638418,-0.0014432104519774011
E01004247,41.665,0.298,0.162,33.214,0.673,29.957,34.27,1117,2712.0,411.87,6.023132773434779,51.51233597761862,-0.011881571172784244
E01004248,43.068,0.304,0.171,51.439,0.696,32.797,28.219,633,1899.0,333.33,5.812128529154394,51.51960299526066,-0.011130682464454976
E01004249,43.123,0.29,0.186,33.035,0.317,37.173,30.002,912,2424.0,376.24,5.932881589675684,51.516123432017544,-0.008611680921052632
E01004251,28.656,0.202,0.104,19.536,0.314,30.288,26.301,1541,2677.0,575.64,6.357218154979918,51.514583173264114,-0.030464750162232317
E01004255,34.736,0.258,0.156,21.131,0.518,30.152,29.211,719,1673.0,429.77,6.065574304974395,51.51015425869263,-0.02793933518776078
E01004256,35.605,0.276,0.157,31.22,0.29,29.559,29.869,842,1772.0,475.17,6.165774933328233,51.50917246199525,-0.018909896674584325
E01004257,32.994,0.221,0.116,30.161,0.329,27.877,32.258,796,2295.0,346.84,5.851742603932845,51.50960624120603,-0.014851917085427137
E01004258,21.968,0.129,0.084,6.528,-0.273,37.294,39.084,662,1485.0,445.79,6.102088685565886,51.50914522809668,-0.03172655135951662
E01004259,26.215,0.164,0.089,7.56,0.449,27.822,38.688,1329,1743.0,762.48,6.6378869291616915,51.527908823927774,-0.052092826185101575
E01004260,32.227,0.242,0.123,24.36,0.509,30.69,31.602,727,1791.0,405.92,6.008616605925548,51.52804669738653,-0.04698300550206327
E01004263,32.958,0.221,0.138,32.123,0.433,26.509,31.506,625,1407.0,444.21,6.0985460809640415,51.5245292336,-0.0462459696
E01004264,34.313,0.243,0.129,24.996,0.614,38.478,28.348,400,1532.0,261.1,5.568726110329361,51.5212505375,-0.04014844
E01004266,26.897,0.195,0.098,15.197,0.124,26.632,35.589,356,1427.0,249.47,5.523339152874019,51.52969749719101,-0.04943094101123595
E01004267,32.998,0.24,0.121,8.844,0.107,28.817,45.232,1156,2273.0,508.58,6.233586857019973,51.526025994809686,-0.021984745674740486
E01004268,34.358,0.258,0.152,24.416,0.712,33.217,26.525,607,1792.0,338.73,5.8281511844847005,51.52586906425041,-0.02607959637561779
E01004270,22.295,0.137,0.055,8.695,-0.428,32.506,35.617,1002,2482.0,403.71,6.003170761238019,51.5211860998004,-0.03202764870259481
E01004271,31.028,0.221,0.107,25.894,0.451,30.467,32.579,972,2466.0,394.16,5.979290746176273,51.51900448251029,-0.028699135802469137
E01004272,35.145,0.274,0.145,32.437,0.251,32.831,20.603,595,2677.0,222.26,5.408337011586586,51.517938373109246,-0.025073073949579833
E01004274,24.191,0.225,0.118,20.038,-0.194,27.644,15.033,572,1949.0,293.48,5.685211089070766,51.4899951958042,-0.021957865384615385
E01004275,13.794,0.099,0.06,14.544,-0.286,24.978,22.819,460,2637.0,174.44,5.1672971041096325,51.4887556,-0.01645765652173913
E01004276,5.371,0.026,0.014,4.815,-1.108,23.165,25.034,294,2039.0,144.19,4.978043229495596,51.487311146258506,-0.017658068027210885
E01004277,7.917,0.041,0.043,3.203,-0.429,32.221,13.687,1880,1753.0,1072.45,6.978633039615574,51.50595743617021,-0.020703738829787235
E01004280,25.118,0.226,0.116,18.608,-0.028,27.303,24.375,475,2017.0,235.5,5.465948207931988,51.495710974736845,-0.025288663157894735
E01004281,8.22,0.06,0.032,1.874,-0.432,24.493,23.234,272,2003.0,135.8,4.918520005188451,51.49188596691176,-0.018630514705882353
E01004283,29.565,0.237,0.111,21.326,0.253,29.92,35.067,773,2336.0,330.91,5.804863847829139,51.518462526520054,-0.04811491461836999
E01004286,36.494,0.246,0.163,22.471,0.392,26.994,42.275,1113,2557.0,435.28,6.078284239060542,51.51441637106918,-0.037692359389038636
E01004287,29.947,0.24,0.12,19.707,0.315,28.426,34.912,623,2331.0,267.27,5.591993936047486,51.515793529695024,-0.05143429534510433
E01004288,37.996,0.262,0.161,30.768,0.79,29.377,32.368,466,1794.0,259.75,5.563562093880882,51.51471187768241,-0.042856806866952785
E01004289,34.596,0.212,0.136,15.779,0.959,28.268,39.329,861,1982.0,434.41,6.076288115923012,51.5144660058072,-0.047156356562137056
E01004290,28.558,0.196,0.106,12.545,0.404,29.809,34.799,1124,2078.0,540.9,6.295081482572068,51.520516439501776,-0.0473953140569395
E01004291,9.872,0.066,0.04,5.502,-0.435,23.963,26.702,713,1903.0,374.67,5.928711098446764,51.5042852230014,-0.05887144600280505
E01004292,7.73,0.045,0.024,3.334,-0.49,22.351,23.48,478,1687.0,283.34,5.650170705207552,51.50616995606695,-0.06259051464435146
E01004293,8.793,0.06,0.039,2.813,-0.936,21.991,32.699,1736,2032.0,854.33,6.751487359383744,51.50725208006913,-0.07093128686635945
E01004295,31.081,0.236,0.115,30.84,-0.125,31.822,31.168,749,2058.0,363.95,5.899760357897641,51.51040622162884,-0.06361019893190921
E01004296,26.077,0.205,0.113,14.003,-0.008,31.42,22.962,617,2443.0,252.56,5.535600481415965,51.50682925607779,-0.057513016207455435
E01004297,9.299,0.071,0.041,3.518,-0.717,21.026,26.546,323,1884.0,171.44,5.150049349878934,51.507615702786374,-0.054511015479876156
E01004298,41.255,0.281,0.15,22.931,1.019,28.729,42.885,520,1660.0,313.25,5.750188847470357,51.51336815961539,-0.05375723653846154
E01004300,36.677,0.27,0.172,22.754,0.695,29.811,26.331,406,1433.0,283.32,5.650100364406341,51.51082008374384,-0.049529177339901476
E01004301,35.818,0.268,0.122,17.606,0.359,34.098,33.159,470,1386.0,339.11,5.829269094697617,51.51097883829787,-0.058054931914893616
E01004302,25.269,0.182,0.096,27.331,-0.407,36.844,28.803,646,1712.0,377.34,5.935793262237517,51.511665914860686,-0.0558659040247678
E01004303,23.954,0.194,0.095,8.672,-0.177,30.574,29.454,928,2906.0,319.34,5.76938293174015,51.51090516702586,-0.047434966594827585
E01004304,38.469,0.271,0.145,24.368,0.515,31.027,40.973,970,2231.0,434.78,6.077137528846132,51.513728865979374,-0.05908760721649484
E01004305,30.888,0.223,0.12,19.803,0.128,31.299,37.721,562,1962.0,286.44,5.661014142805263,51.51232406761566,-0.04816995551601423
E01004306,36.699,0.217,0.13,6.227,0.628,30.649,54.406,1839,1928.0,953.84,6.861543787177443,51.51857717292007,-0.07065208156606852
E01004307,14.037,0.056,0.03,11.276,-0.636,31.642,49.918,3831,2604.0,1316.1433999999997,7.183220579642747,51.5196520605586,-0.07508193657008613
E01004308,28.761,0.223,0.109,13.694,0.051,30.13,30.48,722,1438.0,502.09,6.220769080535664,51.52018581994461,-0.06616025346260387
E01004309,38.451,0.261,0.17,19.634,0.813,32.346,35.611,2007,2888.0,694.94,6.54526344972184,51.51708590682611,-0.06864183756851021
E01004310,37.267,0.252,0.15,17.072,0.701,33.299,44.052,1337,2109.0,633.95,6.453546255635042,51.5168064592371,-0.07355057292445774
E01004311,38.758,0.257,0.146,13.487,0.665,27.841,37.131,870,1889.0,460.56,6.134612056326467,51.52851299195402,-0.07292293908045977
E01004312,39.603,0.284,0.145,22.886,0.744,29.672,32.972,346,1571.0,220.24,5.3992480851264775,51.52650102601156,-0.06818062427745664
E01004313,24.564,0.179,0.085,15.278,0.012,31.823,36.599,1179,2151.0,548.12,6.308316996859543,51.526440465648854,-0.06610910262934691
E01004315,32.576,0.199,0.107,15.126,0.445,28.434,34.287,835,1594.0,523.84,6.263093454237515,51.526128983233534,-0.07216184191616767
E01004316,39.089,0.218,0.13,12.281,0.59,32.669,46.213,749,1063.0,704.61,6.559062676927756,51.524934146862485,-0.07437193324432577
E01004319,32.582,0.251,0.122,17.025,0.207,32.759,34.485,518,2559.0,202.42,5.31527280719745,51.5129358011583,-0.06408106756756757
E01004321,33.782,0.264,0.136,13.022,0.159,32.984,34.102,1117,2284.0,489.05,6.194507426715189,51.51525338764548,-0.06285857654431513
E01004322,32.255,0.192,0.114,11.588,0.358,30.651,38.304,2281,1537.0,1316.1433999999997,7.183220579642747,51.51867497238053,-0.058166329241560726
E01004323,27.821,0.201,0.095,11.422,0.844,29.256,24.016,596,1735.0,343.52,5.8421521439209725,51.5170300738255,-0.05525530704697987
E01004324,37.489,0.224,0.128,31.04,1.239,32.236,32.97,403,1679.0,240.02,5.484879917599246,51.518321975186105,-0.052039962779156325
E01004326,26.259,0.162,0.077,11.803,-0.1,30.032,39.698,1465,1965.0,745.55,6.615462593972673,51.514878200682595,-0.05713013242320819
E01004327,30.077,0.205,0.125,15.653,-0.146,40.413,33.794,266,1462.0,181.94,5.209158230228218,51.558800951127814,0.01280416917293233
E01004328,23.151,0.116,0.067,13.867,-0.395,36.418,54.277,839,1813.0,462.77,6.1393887396763525,51.555696350417165,0.006748296781883194
E01004329,23.702,0.138,0.076,17.384,-0.087,38.51,44.211,291,1792.0,162.39,5.096139981042732,51.55658173539519,0.015703374570446738
E01004330,16.923,0.096,0.047,9.942,-0.751,32.208,45.274,428,1600.0,267.5,5.5928509139489195,51.55646944158879,0.01120221028037383
E01004331,22.836,0.153,0.078,16.202,-0.203,42.216,32.482,370,1607.0,230.24,5.443456132214275,51.555386770270275,0.018211464864864864
E01004332,28.195,0.145,0.086,19.068,0.662,40.628,36.146,516,1948.0,264.89,5.583082689418416,51.5526109379845,0.008766366279069767
E01004333,27.949,0.179,0.097,15.028,0.176,44.426,26.464,443,1631.0,271.61,5.6080422023753655,51.562519273137696,0.011715252821670429
E01004334,44.7,0.322,0.178,30.023,0.633,45.422,22.907,821,1836.0,447.17,6.105172624722336,51.56047679537149,0.010574499390986602
E01004335,39.67,0.273,0.161,27.776,0.485,43.381,31.142,477,1697.0,281.08,5.64219071864956,51.55430756813417,0.0030175702306079666
