lsoa_code,dominant_crime,latitude,longitude
E01001696,Violence and sexual offences,51.488681,0.066349
E01001697,Violence and sexual offences,51.483652,0.067442
E01001698,Violence and sexual offences,51.480719,0.065202
E01001699,Violence and sexual offences,51.486116,0.063848
E01001700,Violence and sexual offences,51.482077,0.070973
E01001701,Violence and sexual offences,51.478192,0.050043
E01001702,Violence and sexual offences,51.480534,0.06252
E01001703,Violence and sexual offences,51.480326,0.069929
E01001704,Violence and sexual offences,51.480545,0.07727
E01001705,Violence and sexual offences,51.489319,0.056428
E01001708,Violence and sexual offences,51.485729,0.05007
E01001710,Violence and sexual offences,51.4881375,0.0528625
E01001712,Violence and sexual offences,51.492941,0.05527
E01001714,Violence and sexual offences,51.570498,-0.096112
E01001715,Violence and sexual offences,51.5673935,-0.096297
E01001716,Violence and sexual offences,51.565606,-0.100887
E01001717,Violence and sexual offences,51.564982,-0.093884
E01001718,Violence and sexual offences,51.563157,-0.10066
E01001719,Violence and sexual offences,51.56274,-0.093219
E01001720,Violence and sexual offences,51.56309,-0.097073
E01001722,Violence and sexual offences,51.56374,-0.060975
E01001723,Violence and sexual offences,51.565757500000004,-0.066826
E01001724,Violence and sexual offences,51.565102,-0.071983
E01001725,Violence and sexual offences,51.568616000000006,-0.067221
E01001726,Violence and sexual offences,51.567858,-0.06966
E01001727,Violence and sexual offences,51.5670835,-0.064444
E01001728,Violence and sexual offences,51.566798,-0.061566
E01001729,Violence and sexual offences,51.550118,-0.045933
E01001730,Violence and sexual offences,51.545844,-0.045741
E01001731,Violence and sexual offences,51.546345,-0.05269
E01001732,Violence and sexual offences,51.544358,-0.04836
E01001733,Violence and sexual offences,51.551865,-0.044396
E01001734,Violence and sexual offences,51.551094,-0.053535
E01001735,Violence and sexual offences,51.549893,-0.0497415
E01001736,Violence and sexual offences,51.555741,-0.08017
E01001737,Violence and sexual offences,51.557592,-0.087813
E01001738,Violence and sexual offences,51.554443,-0.088583
E01001739,Violence and sexual offences,51.553309,-0.08533
E01001740,Violence and sexual offences,51.552052,-0.081897
E01001741,Violence and sexual offences,51.561455,-0.07996500000000001
E01001742,Violence and sexual offences,51.55857,-0.08245
E01001744,Violence and sexual offences,51.54402,-0.072653
E01001745,Violence and sexual offences,51.552824,-0.070939
E01001746,Violence and sexual offences,51.553157,-0.06708
E01001747,Violence and sexual offences,51.551055,-0.075405
E01001749,Violence and sexual offences,51.545459,-0.065913
E01001750,Violence and sexual offences,51.539709,-0.079038
E01001751,Violence and sexual offences,51.541768,-0.082425
E01001753,Violence and sexual offences,51.538187,-0.083554
E01001755,Violence and sexual offences,51.53424,-0.081266
E01001756,Violence and sexual offences,51.545315,-0.07797
E01001757,Violence and sexual offences,51.551335,-0.056368
E01001758,Violence and sexual offences,51.549809,-0.058664
E01001759,Violence and sexual offences,51.55096,-0.06566
E01001760,Violence and sexual offences,51.548235,-0.055243
E01001761,Violence and sexual offences,51.548471,-0.062999
E01001762,Violence and sexual offences,51.54552,-0.056729
E01001763,Violence and sexual offences,51.544235,-0.057161
E01001764,Violence and sexual offences,51.55912,-0.065246
E01001765,Violence and sexual offences,51.55676,-0.063802
E01001767,Violence and sexual offences,51.559193,-0.061168
E01001768,Violence and sexual offences,51.561743,-0.062906
E01001769,Violence and sexual offences,51.5618445,-0.069014
E01001770,Violence and sexual offences,51.55768,-0.057771
E01001772,Violence and sexual offences,51.5379,-0.072666
E01001773,Violence and sexual offences,51.53684,-0.074574
E01001774,Violence and sexual offences,51.533634,-0.070834
E01001775,Violence and sexual offences,51.534454,-0.065012
E01001776,Violence and sexual offences,51.533946,-0.0746125
E01001777,Violence and sexual offences,51.53063,-0.07637150000000001
E01001780,Violence and sexual offences,51.527372,-0.085773
E01001781,Violence and sexual offences,51.533151,-0.08504
E01001783,Violence and sexual offences,51.531805,-0.088734
E01001784,Violence and sexual offences,51.531188,-0.080952
E01001785,Violence and sexual offences,51.54952,-0.038753
E01001786,Violence and sexual offences,51.551579,-0.032417
E01001787,Violence and sexual offences,51.558183,-0.042819
E01001788,Violence and sexual offences,51.55575,-0.038697
E01001789,Violence and sexual offences,51.555358,-0.044151
E01001790,Violence and sexual offences,51.5528275,-0.032659
E01001791,Violence and sexual offences,51.553284,-0.038917
E01001792,Violence and sexual offences,51.559597,-0.05405
E01001793,Violence and sexual offences,51.556609,-0.048496
E01001794,Violence and sexual offences,51.556428,-0.052988
E01001795,Violence and sexual offences,51.553289,-0.052202
E01001796,Violence and sexual offences,51.553841,-0.046152
E01001798,Violence and sexual offences,51.561801,-0.056816
E01001799,Violence and sexual offences,51.568812,-0.0755005
E01001800,Violence and sexual offences,51.566711,-0.073748
E01001801,Violence and sexual offences,51.56583,-0.082529
E01001802,Violence and sexual offences,51.567681,-0.081407
E01001803,Violence and sexual offences,51.564403,-0.087697
E01001804,Violence and sexual offences,51.568244,-0.084419
E01001805,Violence and sexual offences,51.56505,-0.074482
E01001806,Violence and sexual offences,51.562732,-0.081751
E01001807,Violence and sexual offences,51.5742355,-0.079239
E01001808,Violence and sexual offences,51.572656,-0.071621
E01001809,Violence and sexual offences,51.572888,-0.07506
E01001811,Violence and sexual offences,51.574132,-0.08513
E01001812,Violence and sexual offences,51.570824,-0.082361
E01001813,Violence and sexual offences,51.57104,-0.095679
E01001814,Violence and sexual offences,51.573983,-0.070908
E01001815,Violence and sexual offences,51.538864,-0.06451
E01001816,Violence and sexual offences,51.542553,-0.063131
E01001819,Violence and sexual offences,51.540413,-0.069221
E01001820,Violence and sexual offences,51.537184999999994,-0.068971
E01001821,Violence and sexual offences,51.53685,-0.0652175
E01001822,Violence and sexual offences,51.5647735,-0.057162
E01001823,Violence and sexual offences,51.576295,-0.061578
E01001824,Violence and sexual offences,51.570406,-0.062906
E01001825,Violence and sexual offences,51.574016,-0.065784
E01001826,Violence and sexual offences,51.57042,-0.066867
E01001827,Violence and sexual offences,51.568428,-0.057319
E01001828,Violence and sexual offences,51.567176,-0.053591
E01001829,Violence and sexual offences,51.561032,-0.074032
E01001830,Violence and sexual offences,51.557857,-0.074819
E01001831,Violence and sexual offences,51.562246,-0.07302
E01001832,Violence and sexual offences,51.557222,-0.070341
E01001833,Violence and sexual offences,51.555987,-0.069962
E01001834,Violence and sexual offences,51.553879,-0.074853
E01001835,Violence and sexual offences,51.553361,-0.077304
E01001836,Violence and sexual offences,51.5371915,-0.046247
E01001837,Violence and sexual offences,51.536429999999996,-0.054790000000000005
E01001838,Violence and sexual offences,51.542584,-0.051981
E01001839,Violence and sexual offences,51.540232,-0.054479
E01001840,Violence and sexual offences,51.540096,-0.0493315
E01001841,Violence and sexual offences,51.540166,-0.044001
E01001842,Violence and sexual offences,51.537933,-0.053139
E01001843,Violence and sexual offences,51.5384275,-0.047856
E01001844,Violence and sexual offences,51.543338,-0.045885
E01001845,Violence and sexual offences,51.542833,-0.039381
E01001846,Violence and sexual offences,51.546635,-0.027422
E01001847,Violence and sexual offences,51.547875,-0.035523
E01001848,Violence and sexual offences,51.547465,-0.03937
E01001849,Violence and sexual offences,51.544861,-0.025912
E01001850,Violence and sexual offences,51.544382,-0.040165
E01001851,Violence and sexual offences,51.49917,-0.2177285
E01001852,Violence and sexual offences,51.502096,-0.217433
E01001853,Violence and sexual offences,51.499427,-0.2241355
E01001854,Violence and sexual offences,51.501078,-0.220174
E01001855,Violence and sexual offences,51.499891,-0.213773
E01001856,Violence and sexual offences,51.497389,-0.222474
E01001857,Violence and sexual offences,51.503764,-0.219228
E01001858,Violence and sexual offences,51.500642,-0.237499
E01001859,Violence and sexual offences,51.503548,-0.25185
E01001860,Violence and sexual offences,51.505612,-0.240624
E01001861,Violence and sexual offences,51.50525,-0.244307
E01001862,Violence and sexual offences,51.502766,-0.234553
E01001863,Violence and sexual offences,51.503952,-0.238172
E01001864,Violence and sexual offences,51.503926,-0.240229
E01001865,Violence and sexual offences,51.5035265,-0.246735
E01001866,Violence and sexual offences,51.495311,-0.209794
E01001867,Violence and sexual offences,51.491449,-0.216632
E01001868,Violence and sexual offences,51.492792,-0.206977
E01001869,Violence and sexual offences,51.496365,-0.22162
E01001870,Violence and sexual offences,51.49168,-0.206632
E01001871,Violence and sexual offences,51.494012999999995,-0.212883
E01001872,Violence and sexual offences,51.491022,-0.209481
E01001873,Violence and sexual offences,51.497637,-0.214263
E01001875,Violence and sexual offences,51.515366,-0.246656
E01001876,Violence and sexual offences,51.51742,-0.237855
E01001877,Violence and sexual offences,51.531209,-0.234373
E01001878,Violence and sexual offences,51.517941,-0.246693
E01001879,Violence and sexual offences,51.482513,-0.208412
E01001880,Violence and sexual offences,51.480726,-0.195078
E01001881,Violence and sexual offences,51.482615,-0.20043
E01001882,Violence and sexual offences,51.4809,-0.202115
E01001883,Violence and sexual offences,51.485129,-0.196943
E01001884,Violence and sexual offences,51.484717,-0.202091
E01001885,Violence and sexual offences,51.483588,-0.205984
E01001886,Violence and sexual offences,51.483328,-0.213579
E01001887,Violence and sexual offences,51.484457500000005,-0.216797
E01001888,Violence and sexual offences,51.48304,-0.222701
E01001889,Violence and sexual offences,51.488723,-0.217124
E01001890,Violence and sexual offences,51.487227,-0.218329
E01001891,Violence and sexual offences,51.486341,-0.222699
E01001892,Violence and sexual offences,51.486263,-0.211893
E01001893,Violence and sexual offences,51.4903475,-0.225623
E01001894,Violence and sexual offences,51.491927,-0.230696
E01001895,Violence and sexual offences,51.500763500000005,-0.23055150000000002
E01001896,Violence and sexual offences,51.502223,-0.227586
E01001897,Violence and sexual offences,51.498741,-0.22945500000000002
E01001898,Theft from the person,51.492891,-0.224574
E01001899,Violence and sexual offences,51.492893,-0.226829
E01001900,Violence and sexual offences,51.489983,-0.223307
E01001901,Violence and sexual offences,51.479068,-0.20578849999999999
E01001902,Violence and sexual offences,51.479737,-0.208588
E01001903,Violence and sexual offences,51.480655999999996,-0.2121
E01001904,Violence and sexual offences,51.478587,-0.2153715
E01001905,Violence and sexual offences,51.476218,-0.213642
E01001906,Violence and sexual offences,51.474829,-0.213139
E01001907,Violence and sexual offences,51.473769,-0.20927
E01001908,Violence and sexual offences,51.488543,-0.206039
E01001909,Violence and sexual offences,51.487094,-0.207481
E01001910,Violence and sexual offences,51.489382,-0.2122435
E01001911,Violence and sexual offences,51.487815,-0.203743
E01001912,Violence and sexual offences,51.486569,-0.20181
E01001913,Violence and sexual offences,51.4858485,-0.207617
E01001914,Violence and sexual offences,51.489982,-0.206742
E01001915,Violence and sexual offences,51.47359,-0.216945
E01001916,Violence and sexual offences,51.468287,-0.208744
E01001917,Violence and sexual offences,51.480618,-0.222714
E01001918,Violence and sexual offences,51.47844,-0.219172
E01001919,Violence and sexual offences,51.477169,-0.221061
E01001920,Violence and sexual offences,51.480416,-0.191605
E01001921,Violence and sexual offences,51.478873,-0.190476
E01001922,Violence and sexual offences,51.474906,-0.19788
E01001923,Violence and sexual offences,51.476782,-0.191904
E01001924,Violence and sexual offences,51.474936,-0.1919345
E01001925,Violence and sexual offences,51.472038,-0.196884
E01001926,Violence and sexual offences,51.471243,-0.202106
E01001927,Violence and sexual offences,51.500507,-0.2479085
E01001928,Violence and sexual offences,51.497882,-0.235472
E01001929,Violence and sexual offences,51.495967,-0.233287
E01001930,Violence and sexual offences,51.496664,-0.242896
E01001931,Violence and sexual offences,51.495289,-0.242448
E01001932,Violence and sexual offences,51.492598,-0.23626
E01001933,Violence and sexual offences,51.492879,-0.242127
E01001934,Violence and sexual offences,51.46634,-0.196684
E01001935,Violence and sexual offences,51.470766,-0.189789
E01001937,Violence and sexual offences,51.4688355,-0.19152950000000002
E01001938,Violence and sexual offences,51.466976,-0.190727
E01001940,Violence and sexual offences,51.502432,-0.229023
E01001941,Violence and sexual offences,51.505375,-0.22619
E01001942,Violence and sexual offences,51.505544,-0.232715
E01001943,Theft from the person,51.508108,-0.221881
E01001944,Violence and sexual offences,51.508228,-0.215852
E01001945,Violence and sexual offences,51.507942,-0.233085
E01001946,Violence and sexual offences,51.507898,-0.228297
E01001947,Violence and sexual offences,51.478483,-0.200424
E01001948,Violence and sexual offences,51.47491,-0.20263
E01001949,Violence and sexual offences,51.476797,-0.2075125
E01001950,Violence and sexual offences,51.477164,-0.200783
E01001951,Violence and sexual offences,51.472818,-0.203502
E01001952,Violence and sexual offences,51.471359,-0.208928
E01001953,Violence and sexual offences,51.480199,-0.198336
E01001954,Violence and sexual offences,51.508436,-0.239464
E01001955,Violence and sexual offences,51.510226,-0.234682
E01001956,Violence and sexual offences,51.50884,-0.243108
E01001957,Violence and sexual offences,51.513105,-0.228864
E01001958,Violence and sexual offences,51.513736,-0.233574
E01001959,Violence and sexual offences,51.513234,-0.245412
E01001960,Violence and sexual offences,51.5087855,-0.235821
E01001961,Violence and sexual offences,51.512466,-0.232953
E01001962,Violence and sexual offences,51.6034145,-0.13173
E01001963,Violence and sexual offences,51.599294,-0.140803
E01001964,Violence and sexual offences,51.598677,-0.124463
E01001965,Violence and sexual offences,51.60044,-0.127004
E01001966,Violence and sexual offences,51.595802,-0.132234
E01001967,Violence and sexual offences,51.5939805,-0.1380065
E01001968,Violence and sexual offences,51.596816,-0.143931
E01001969,Violence and sexual offences,51.604688,-0.115392
E01001970,Violence and sexual offences,51.604924,-0.124114
E01001971,Violence and sexual offences,51.603629,-0.112721
E01001972,Violence and sexual offences,51.600926,-0.1185235
E01001973,Violence and sexual offences,51.608787,-0.130426
E01001974,Violence and sexual offences,51.607217500000004,-0.1205295
E01001975,Violence and sexual offences,51.6071925,-0.112275
E01001976,Violence and sexual offences,51.595842,-0.074952
E01001977,Violence and sexual offences,51.595694,-0.077204
E01001978,Violence and sexual offences,51.59609,-0.071939
E01001979,Violence and sexual offences,51.593084,-0.070866
E01001980,Violence and sexual offences,51.592211,-0.080401
E01001981,Violence and sexual offences,51.59207,-0.07419
E01001982,Violence and sexual offences,51.590967,-0.077775
E01001983,Violence and sexual offences,51.589196,-0.084433
E01001984,Violence and sexual offences,51.574399,-0.128088
E01001985,Violence and sexual offences,51.577901,-0.130544
E01001986,Violence and sexual offences,51.576237,-0.117671
E01001987,Violence and sexual offences,51.578009,-0.138593
E01001988,Violence and sexual offences,51.577257,-0.121033
E01001989,Violence and sexual offences,51.580783,-0.12848500000000002
E01001990,Violence and sexual offences,51.579375,-0.123277
E01001991,Violence and sexual offences,51.591634,-0.147221
E01001992,Violence and sexual offences,51.590872,-0.1570105
E01001993,Violence and sexual offences,51.589618,-0.154782
E01001994,Violence and sexual offences,51.582781,-0.157782
E01001995,Violence and sexual offences,51.601483,-0.154816
E01001996,Violence and sexual offences,51.594174,-0.150882
E01001997,Violence and sexual offences,51.59151,-0.142706
E01001998,Violence and sexual offences,51.586742,-0.107171
E01001999,Violence and sexual offences,51.583913,-0.099726
E01002000,Violence and sexual offences,51.581939500000004,-0.1032695
E01002001,Violence and sexual offences,51.57928,-0.102372
E01002002,Violence and sexual offences,51.574508,-0.104172
E01002003,Violence and sexual offences,51.588373,-0.104712
E01002004,Violence and sexual offences,51.584657,-0.103389
E01002005,Violence and sexual offences,51.573892,-0.139869
E01002006,Violence and sexual offences,51.572235,-0.136342
E01002007,Violence and sexual offences,51.576042,-0.144391
E01002008,Violence and sexual offences,51.572779,-0.1532035
E01002009,Violence and sexual offences,51.572385,-0.142232
E01002010,Violence and sexual offences,51.579064,-0.154101
E01002011,Violence and sexual offences,51.578094,-0.148588
E01002013,Violence and sexual offences,51.589354,-0.124823
E01002014,Violence and sexual offences,51.586976,-0.116244
E01002015,Violence and sexual offences,51.584655,-0.121152
E01002016,Violence and sexual offences,51.583443,-0.116152
E01002017,Violence and sexual offences,51.582413,-0.119807
E01002018,Violence and sexual offences,51.590404,-0.120733
E01002019,Violence and sexual offences,51.586621,-0.132595
E01002020,Violence and sexual offences,51.58939,-0.13711
E01002021,Violence and sexual offences,51.587482,-0.127804
E01002022,Violence and sexual offences,51.590247,-0.145063
E01002023,Violence and sexual offences,51.586432,-0.143271
E01002024,Violence and sexual offences,51.582798,-0.125856
E01002025,Violence and sexual offences,51.584173,-0.142758
E01002026,Theft from the person,51.594524,-0.108564
E01002027,Violence and sexual offences,51.593713,-0.099417
E01002028,Violence and sexual offences,51.595938,-0.095999
E01002029,Violence and sexual offences,51.596555,-0.109563
E01002030,Violence and sexual offences,51.59178,-0.110795
E01002031,Violence and sexual offences,51.591731,-0.104841
E01002032,Violence and sexual offences,51.597247,-0.100107
E01002033,Violence and sexual offences,51.597705,-0.103014
E01002034,Violence and sexual offences,51.606173,-0.067599
E01002036,Violence and sexual offences,51.605688,-0.063666
E01002037,Violence and sexual offences,51.605558,-0.054509
E01002038,Violence and sexual offences,51.601227,-0.069497
E01002039,Violence and sexual offences,51.603275,-0.057255
E01002040,Violence and sexual offences,51.601841,-0.059894
E01002041,Violence and sexual offences,51.601217,-0.07178
E01002042,Violence and sexual offences,51.581473,-0.092797
E01002043,Violence and sexual offences,51.585221,-0.090533
E01002044,Violence and sexual offences,51.580974,-0.097337
E01002045,Violence and sexual offences,51.582902,-0.084564
E01002046,Violence and sexual offences,51.581107,-0.080601
E01002047,Violence and sexual offences,51.578415,-0.097183
E01002048,Violence and sexual offences,51.585279,-0.095516
E01002049,Violence and sexual offences,51.58528,-0.085849
E01002050,Violence and sexual offences,51.578258,-0.068295
E01002051,Violence and sexual offences,51.580297,-0.072034
E01002052,Violence and sexual offences,51.578404,-0.064054
E01002053,Violence and sexual offences,51.577343,-0.07746449999999999
E01002054,Violence and sexual offences,51.578473,-0.081434
E01002055,Violence and sexual offences,51.576069,-0.072445
E01002056,Violence and sexual offences,51.57586,-0.084836
E01002057,Violence and sexual offences,51.577174,-0.090538
E01002058,Violence and sexual offences,51.577177,-0.096729
E01002059,Violence and sexual offences,51.578615,-0.108475
E01002060,Violence and sexual offences,51.5792915,-0.1136
E01002061,Violence and sexual offences,51.574864500000004,-0.1072765
E01002062,Violence and sexual offences,51.573091,-0.114141
E01002063,Violence and sexual offences,51.572968,-0.108401
E01002064,Violence and sexual offences,51.570376,-0.113897
E01002065,Violence and sexual offences,51.568898000000004,-0.108087
E01002066,Violence and sexual offences,51.586981,-0.07096
E01002067,Violence and sexual offences,51.588285,-0.0796
E01002068,Violence and sexual offences,51.586858,-0.062887
E01002069,Violence and sexual offences,51.584407,-0.072733
E01002070,Violence and sexual offences,51.587138,-0.08076
E01002071,Violence and sexual offences,51.584483,-0.066857
E01002072,Violence and sexual offences,51.58244,-0.074649
E01002073,Violence and sexual offences,51.58252,-0.077935
E01002074,Violence and sexual offences,51.599762,-0.064312
E01002075,Violence and sexual offences,51.5994225,-0.056697
E01002076,Violence and sexual offences,51.5960605,-0.060003
E01002077,Violence and sexual offences,51.594798,-0.068287
E01002078,Violence and sexual offences,51.586513,-0.056249
E01002079,Violence and sexual offences,51.596221,-0.062852
E01002081,Violence and sexual offences,51.590906,-0.069419
E01002082,Violence and sexual offences,51.596361,-0.081276
E01002083,Violence and sexual offences,51.592847,-0.097692
E01002084,Violence and sexual offences,51.589631999999995,-0.09216
E01002085,Violence and sexual offences,51.590537,-0.10108
E01002086,Violence and sexual offences,51.591546,-0.085665
E01002087,Violence and sexual offences,51.587076,-0.096124
E01002088,Violence and sexual offences,51.594993,-0.09253
E01002089,Violence and sexual offences,51.594469,-0.081323
E01002090,Violence and sexual offences,51.607404,-0.095147
E01002091,Violence and sexual offences,51.606073,-0.083217
E01002092,Violence and sexual offences,51.606897,-0.075916
E01002093,Violence and sexual offences,51.605005,-0.089657
E01002094,Violence and sexual offences,51.601214,-0.081972
E01002095,Violence and sexual offences,51.598712,-0.080148
E01002096,Violence and sexual offences,51.601556,-0.088261
E01002097,Violence and sexual offences,51.598551,-0.089542
E01002098,Violence and sexual offences,51.598104,-0.112768
E01002099,Violence and sexual offences,51.59991,-0.105547
E01002100,Violence and sexual offences,51.598682,-0.093434
E01002101,Violence and sexual offences,51.607317,-0.107183
E01002102,Violence and sexual offences,51.602234,-0.1088785
E01002103,Violence and sexual offences,51.601323,-0.100099
E01002104,Violence and sexual offences,51.6024415,-0.09643
E01002105,Violence and sexual offences,51.59857,-0.109772
E01002106,Violence and sexual offences,51.6018205,-0.32223
E01002107,Violence and sexual offences,51.601286,-0.299434
E01002108,Violence and sexual offences,51.603893,-0.310691
E01002109,Violence and sexual offences,51.607869,-0.30683550000000004
E01002110,Violence and sexual offences,51.6025365,-0.303864
E01002111,Violence and sexual offences,51.601342,-0.316749
E01002112,Violence and sexual offences,51.620243,-0.303352
E01002113,Violence and sexual offences,51.617995,-0.290505
E01002114,Violence and sexual offences,51.628582,-0.310441
E01002115,Violence and sexual offences,51.6147675,-0.30155600000000005
E01002116,Violence and sexual offences,51.612522,-0.281326
E01002118,Violence and sexual offences,51.610011,-0.283466
E01002119,Violence and sexual offences,51.607801,-0.277529
E01002120,Violence and sexual offences,51.607599,-0.287144
E01002121,Violence and sexual offences,51.603563,-0.285599
E01002122,Violence and sexual offences,51.604321,-0.272133
E01002123,Violence and sexual offences,51.602827,-0.270183
E01002124,Violence and sexual offences,51.600282,-0.279362
E01002125,Violence and sexual offences,51.5991,-0.274471
E01002127,Violence and sexual offences,51.580126,-0.321315
E01002128,Violence and sexual offences,51.58314,-0.338409
E01002129,Theft from the person,51.580965,-0.337403
E01002130,Violence and sexual offences,51.584282,-0.332617
E01002131,Violence and sexual offences,51.585952,-0.3256065
E01002132,Violence and sexual offences,51.569967,-0.343015
E01002133,Violence and sexual offences,51.568427,-0.350376
E01002134,Violence and sexual offences,51.56687,-0.336304
E01002135,Violence and sexual offences,51.55856,-0.335668
E01002136,Violence and sexual offences,51.572096,-0.353405
E01002137,Violence and sexual offences,51.571499,-0.338704
E01002138,Violence and sexual offences,51.570415,-0.354352
E01002139,Violence and sexual offences,51.607717,-0.351347
E01002140,Violence and sexual offences,51.6058425,-0.344862
E01002141,Violence and sexual offences,51.6057645,-0.332419
E01002142,Violence and sexual offences,51.605149,-0.339275
E01002143,Violence and sexual offences,51.601719,-0.348734
E01002144,Violence and sexual offences,51.611019,-0.34434
E01002145,Violence and sexual offences,51.609566,-0.3337335
E01002146,Violence and sexual offences,51.611401,-0.373942
E01002147,Violence and sexual offences,51.613668,-0.365592
E01002148,Violence and sexual offences,51.608774,-0.358053
E01002149,Violence and sexual offences,51.609464,-0.37915
E01002150,Violence and sexual offences,51.608033,-0.367295
E01002151,Violence and sexual offences,51.60397,-0.352797
E01002152,Violence and sexual offences,51.60549,-0.37775
E01002153,Violence and sexual offences,51.580833,-0.36764
E01002155,Violence and sexual offences,51.593125,-0.36982000000000004
E01002156,Violence and sexual offences,51.591244,-0.360415
E01002157,Violence and sexual offences,51.586604,-0.363118
E01002158,Violence and sexual offences,51.588359499999996,-0.37036
E01002159,Violence and sexual offences,51.584545,-0.352632
E01002160,Violence and sexual offences,51.580494,-0.34691
E01002161,Violence and sexual offences,51.586587,-0.3602805
E01002162,Violence and sexual offences,51.592965,-0.347868
E01002163,Violence and sexual offences,51.589683,-0.35352
E01002164,Violence and sexual offences,51.585719,-0.343658
E01002165,Violence and sexual offences,51.587381,-0.285813
E01002166,Violence and sexual offences,51.588935,-0.292999
E01002167,Violence and sexual offences,51.592413,-0.297792
E01002168,Violence and sexual offences,51.593273,-0.298003
E01002169,Violence and sexual offences,51.591673,-0.287728
E01002170,Violence and sexual offences,51.592471,-0.303709
E01002171,Violence and sexual offences,51.5883015,-0.298741
E01002172,Violence and sexual offences,51.589779,-0.321238
E01002173,Violence and sexual offences,51.5911495,-0.31652
E01002174,Violence and sexual offences,51.59109,-0.3115235
E01002175,Violence and sexual offences,51.587965999999994,-0.30585450000000003
E01002176,Violence and sexual offences,51.585557,-0.3183595
E01002177,Violence and sexual offences,51.598672,-0.31692
E01002178,Violence and sexual offences,51.593475,-0.315482
E01002179,Violence and sexual offences,51.593389,-0.334112
E01002181,Violence and sexual offences,51.592203,-0.342767
E01002182,Violence and sexual offences,51.587732,-0.336393
E01002183,Violence and sexual offences,51.597019,-0.330189
E01002184,Violence and sexual offences,51.595392,-0.328039
E01002185,Violence and sexual offences,51.601006999999996,-0.398784
E01002186,Violence and sexual offences,51.597766,-0.394398
E01002187,Violence and sexual offences,51.599659,-0.388258
E01002188,Violence and sexual offences,51.597893,-0.3790715
E01002189,Violence and sexual offences,51.594267,-0.380711
E01002190,Violence and sexual offences,51.608439000000004,-0.4009135
E01002191,Violence and sexual offences,51.577751,-0.3851505
E01002192,Violence and sexual offences,51.592218,-0.392453
E01002193,Violence and sexual offences,51.588788,-0.379883
E01002194,Violence and sexual offences,51.586806,-0.385236
E01002195,Violence and sexual offences,51.584182,-0.380865
E01002196,Violence and sexual offences,51.5822245,-0.386844
E01002197,Violence and sexual offences,51.597569,-0.310742
E01002198,Violence and sexual offences,51.597901,-0.282463
E01002199,Violence and sexual offences,51.59433,-0.307281
E01002200,Violence and sexual offences,51.599977,-0.28786
E01002201,Violence and sexual offences,51.596567,-0.30136
E01002202,Violence and sexual offences,51.596272,-0.294197
E01002203,Violence and sexual offences,51.60093,-0.294859
E01002204,Violence and sexual offences,51.572545,-0.372693
E01002206,Violence and sexual offences,51.571782,-0.368048
E01002207,Violence and sexual offences,51.567685,-0.379821
E01002208,Violence and sexual offences,51.578175,-0.377737
E01002209,Violence and sexual offences,51.575219,-0.37124
E01002210,Violence and sexual offences,51.574601,-0.375664
E01002211,Violence and sexual offences,51.567522,-0.3642475
E01002212,Violence and sexual offences,51.564958,-0.36664
E01002214,Violence and sexual offences,51.561031,-0.379715
E01002215,Violence and sexual offences,51.562458,-0.372921
E01002216,Violence and sexual offences,51.565375,-0.375534
E01002217,Violence and sexual offences,51.570328,-0.363058
E01002218,Violence and sexual offences,51.562601,-0.360128
E01002219,Violence and sexual offences,51.563839,-0.354117
E01002220,Violence and sexual offences,51.562007,-0.36786
E01002221,Violence and sexual offences,51.557828,-0.360884
E01002222,Violence and sexual offences,51.555605,-0.367859
E01002223,Violence and sexual offences,51.558415,-0.376211
E01002224,Violence and sexual offences,51.554018,-0.37494
E01002225,Violence and sexual offences,51.624118,-0.319785
E01002226,Violence and sexual offences,51.617685,-0.310843
E01002227,Violence and sexual offences,51.614578,-0.330935
E01002228,Violence and sexual offences,51.6147415,-0.32073
E01002229,Violence and sexual offences,51.613055,-0.309741
E01002230,Violence and sexual offences,51.612303,-0.326647
E01002231,Violence and sexual offences,51.601993,-0.32804
E01002232,Violence and sexual offences,51.603197,-0.340635
E01002233,Violence and sexual offences,51.597678,-0.336569
E01002234,Violence and sexual offences,51.600239,-0.345246
E01002235,Violence and sexual offences,51.600903,-0.332967
E01002236,Violence and sexual offences,51.597985,-0.337806
E01002237,Violence and sexual offences,51.57771,-0.344943
E01002238,Violence and sexual offences,51.577439,-0.353424
E01002239,Violence and sexual offences,51.576563,-0.36959
E01002240,Violence and sexual offences,51.577392,-0.3493465
E01002241,Violence and sexual offences,51.574347,-0.360651
E01002242,Violence and sexual offences,51.580626499999994,-0.36271
E01002243,Violence and sexual offences,51.58107,0.174674
E01002244,Violence and sexual offences,51.5773025,0.1734995
E01002245,Violence and sexual offences,51.583115,0.17055199999999998
E01002246,Violence and sexual offences,51.574637,0.162608
E01002247,Violence and sexual offences,51.573066,0.169486
E01002248,Violence and sexual offences,51.568651,0.179027
E01002250,Violence and sexual offences,51.569109,0.157218
E01002251,Violence and sexual offences,51.564831,0.1656265
E01002252,Violence and sexual offences,51.5683465,0.27422100000000005
E01002253,Violence and sexual offences,51.571285,0.258349
E01002254,Violence and sexual offences,51.563689,0.264183
E01002255,Violence and sexual offences,51.561801,0.239449
E01002256,Violence and sexual offences,51.563938500000006,0.27148300000000003
E01002257,Violence and sexual offences,51.561510999999996,0.254245
E01002258,Violence and sexual offences,51.568562,0.26997
